ID,STASH,STASHmaster description,Units,Valid from,Valid to,CF standard name,CF info,PP conditions
1,3290,SURFACE SENSIBLE HEAT FLUX ON TILES,,404,407,,,
1,3291,NET PRIMARY PRODUCTIVITY ON PFTS,,404,407,,,
1,3292,PLANT RESPIRATION ON PFTS KG C/M2/S,,404,407,,,
1,3293,SOIL RESPIRATION KG C/M2/S,kg m-2 s-1,404,407,soil_respiration_carbon_flux,,
1,3294,BULK RICHARDSON NUMBER ON TILES,,404,407,,,
1,3295,FRACTIONAL SNOW COVER,1,404,407,surface_snow_area_fraction,where_land,
1,3296,EVAP FROM SOIL SURF : RATE KG/M2/S,kg m-2 s-1,405,407,water_evaporation_flux_from_soil,,
1,3297,EVAP FROM CANOPY : RATE KG/M2/S,kg m-2 s-1,405,407,water_evaporation_flux_from_canopy,,
1,3298,SUBLIM. SURFACE (GBM) : RATE KG/M2/S,kg m-2 s-1,405,407,water_sublimation_flux,,
1,3299,TRANSPIRATION RATE KG/M2/S,,405,407,,,
1,3300,NH3 SURFACE DRY DEP FLUX KG/M2/S,kg m-2 s-1,405,407,tendency_of_atmosphere_mass_content_of_ammonia_due_to_dry_deposition,,
1,3301,FRESH SOOT DRY DEPN FLUX KG/M2/S,,405,407,,,
1,3302,AGED SOOT DRY DEPN FLUX KG/M2/S,,405,407,,,
1,3303,SOOT IN CLOUD (OCCULT) DEPN KG/M2/S,,405,407,,,
1,3304,TURBULENT MIXING HT AFTER B.LAYER m,,405,500,,,
1,3305,STABLE BL INDICATOR,,405,,,,
1,3306,STRATOCUM. OVER STABLE BL INDICATOR,,405,,,,
1,3307,WELL_MIXED BL INDICATOR,,405,,,,
1,3308,DECOUPLED SC. NOT OVER CU. INDICATOR,,405,,,,
1,3309,DECOUPLED SC. OVER CU. INDICATOR,,405,,,,
1,3310,CUMULUS-CAPPED BL INDICATOR,,405,,,,
1,3311,POTENTIAL EVAPORATION AMNT KG/M2/TS,,405,407,,,
1,3312,POTENTIAL EVAPORATION RATE KG/M2/S,,405,407,,,
1,3313,SOIL MOISTURE AVAILABILITY FACTOR,kg m-2,405,407,soil_moisture_content_at_field_capacity,,
1,3314,SURFACE NET RADIATION,,405,407,,,
1,3315,SNOW-ADJUSTED TILE FRACTIONS,,405,407,,,
1,3316,SURFACE TEMP ON SNOW-ADJSTD TILES K,,405,407,,,
1,3317,TILE FRACTIONS (B.LAYER),,405,407,,,
1,3318,LEAF AREA INDEX ON PFTS (B.LAYER),,405,407,,,
1,3319,CANOPY HEIGHT ON PFTS (B.LAYER) M,,405,407,,,
1,3320,SOIL CARBON CONTENT (B.LAYER) KGC/M2,,405,407,,,
1,3321,CANOPY WATER ON NON-ICE TILES KG/M2,,405,407,,,
1,3322,CANOPY CAPACITY NON-ICE TILES KG/M2,,405,407,,,
1,3323,SNOW TEMPERATURE K,,405,407,,,
1,3324,ROUGHNESS LENGTH ON TILES M,,405,407,,,
1,3325,LEAF TURNOVER RATE ON PFTS,,405,407,,,
1,3326,CO2 LAND SURFACE FLUX KG/M**2/S,,405,407,,,
1,3327,CO2 TOTAL FLUX TO ATMOS KG/M**2/S,,405,407,,,
1,4004,TEMPERATURE AFTER LARGE SCALE PRECIP,K,,,air_temperature,,
1,4010,SPECIFIC HUMIDITY AFTER LS PRECIP,1,,,specific_humidity,,
1,4201,LARGE SCALE RAIN AMOUNT KG/M2/TS,kg m-2,,,stratiform_rainfall_amount,user_delta_t,
1,4202,LARGE SCALE SNOW AMOUNT KG/M2/TS,kg m-2,,,stratiform_snowfall_amount,user_delta_t,
1,4203,LARGE SCALE RAINFALL RATE KG/M2/S,kg m-2 s-1,,,stratiform_rainfall_rate,,
1,4204,LARGE SCALE SNOWFALL RATE KG/M2/S,kg m-2 s-1,,,stratiform_snowfall_rate,,
1,4205,CLOUD LIQUID WATER AFTER LS PRECIP,,,,,,
1,4206,CLOUD ICE CONTENT AFTER LS PRECIP,,,,,,
1,4207,RELATIVE HUMIDITY AFTER LS PRECIP,%,,407,relative_humidity,,
1,4208,VISIBILITY AFTER LS PREC IN LEVEL M,,,407,,,
1,4211,SO2 SCAVENGED BY LS PPN KG/M2/TS,,401,407,,,
1,4212,SO4 AIT SCAVNGD BY LS PPN KG/M2/TS,,401,407,,,
1,4213,SO4 ACC SCAVNGD BY LS PPN KG/M2/TS,,401,407,,,
1,4214,SO4 DIS SCAVNGD BY LS PPN KG/M2/TS,,401,407,,,
1,4215,NH3 SCAVENGED BY LS PPN KG/M2/S,,405,407,,,
1,4216,SO2 SCAVENGED BY LS PPN KG/M2/S,,405,407,,,
1,4217,SO4 AIT SCAVNGD BY LS PPN KG/M2/S,,405,407,,,
1,4218,SO4 ACC SCAVNGD BY LS PPN KG/M2/S,,405,407,,,
1,4219,SO4 DIS SCAVNGD BY LS PPN KG/M2/S,,405,407,,,
1,4220,SOOT LS RAINOUT KG/M2/S,,405,407,,,
1,4221,SOOT LS WASHOUT KG/M2/S,,405,407,,,
1,4222,RAINFALL RATE OUT OF MODEL LEVELS,,405,407,,,
1,4223,SNOWFALL RATE OUT OF MODEL LEVELS,,405,407,,,
1,4224,SUPERCOOLED LIQUID WATER CONTENT,,405,407,,,
1,4225,SUPERCOOLED RAIN OUT OF MODEL LEVELS,,405,407,,,
1,5004,THETA AFTER CONVECTION INCREMENT,K,,407,air_potential_temperature,,
1,5010,SPECIFIC HUMIDITY AFTER CONVECTION,1,,,specific_humidity,,
1,5013,CONV CLOUD AMOUNT AFTER CONVECTION,1,,407,convective_cloud_area_fraction,,
1,5201,CONVECTIVE RAIN AMOUNT KG/M2/TS,kg m-2,,,convective_rainfall_amount,user_delta_t,
1,5202,CONVECTIVE SNOW AMOUNT KG/M2/TS,kg m-2,,,convective_snowfall_amount,user_delta_t,
1,5203,THETA INCREMENT FROM CONVECTION,,,407,,,
1,5204,SPECIFIC HUMID INCRMNT FROM CONVECTN,s-1,,407,tendency_of_specific_humidity_due_to_convection,user_delta_t,
1,5205,CONVECTIVE RAINFALL RATE KG/M2/S,kg m-2 s-1,,407,convective_rainfall_rate,,
1,5206,CONVECTIVE SNOWFALL RATE KG/M2/S,kg m-2 s-1,,407,convective_snowfall_rate,,
1,5207,PRESSURE AT CONVECTIVE CLOUD BASE,Pa,,407,air_pressure_at_convective_cloud_base,,
1,5208,PRESSURE AT CONVECTIVE CLOUD TOP,Pa,,407,air_pressure_at_convective_cloud_top,,
1,5209,TEMPERATURE AFTER CONVECTION,K,,,air_temperature,,
1,5210,ICAO HT OF CONVECTIVE CLOUD BASE,,,407,,,
1,5211,ICAO HT OF CONVECTIVE CLOUD TOP,,,407,,,
1,5212,CONV. CLOUD AMOUNT ON EACH MODEL LEV,1,,407,convective_cloud_area_fraction_in_atmosphere_layer,,
1,5213,CONV CLOUD CONDENSED WATER KG/KG,1,,407,mass_fraction_of_convective_cloud_liquid_water_in_air,,
1,5214,TOTAL RAINFALL RATE: LS+CONV KG/M2/S,kg m-2 s-1,,,rainfall_flux,,
1,5215,TOTAL SNOWFALL RATE: LS+CONV KG/M2/S,kg m-2 s-1,,,snowfall_flux,,
1,5216,TOTAL PRECIPITATION RATE KG/M2/S,kg m-2 s-1,,407,precipitation_flux,,
1,5217,DILUTE CONVECTIVELY AVAIL POT E J/KG,,,407,,,
1,5218,LOWEST CONV CLOUD BASE LEVEL NO.,,,407,,,
1,5219,LOWEST CONV CLOUD TOP LEVEL NO.,,,407,,,
1,5220,LOWEST CONV CLOUD AMOUNT AFTER CONV,,,407,,,
1,5221,LOWEST CONV CLOUD LIQUID WATER PATH,,,407,,,
1,5222,PRESSURE AT LOWEST CONV CLOUD BASE,Pa,,407,air_pressure_at_convective_cloud_base,,
1,5223,PRESSURE AT LOWEST CONV CLOUD TOP,Pa,,407,air_pressure_at_convective_cloud_top,,
1,5224,ICAO HT OF LOWEST CONV CLOUD BASE,,,407,,,
1,5225,ICAO HT OF LOWEST CONV CLOUD TOP,,,407,,,
1,5226,TOTAL PRECIPITATION AMOUNT KG/M2/TS,,,,,,
1,5227,SO2 SCAVENGED BY CONV PPN KG/M2/TS,,401,407,,,
1,5228,SO4 AIT SCAVNGD BY CONV PPN KG/M2/TS,,401,407,,,
1,5229,SO4 ACC SCAVNGD BY CONV PPN KG/M2/TS,,401,407,,,
1,5230,SO4 DIS SCAVNGD BY CONV PPN KG/M2/TS,,401,407,,,
1,5231,CONV. CLOUD BASE PRESSURE * CCA,,402,407,,,
1,5232,CONV. CLOUD TOP PRESSURE * CCA,,402,407,,,
1,5233,GRIDBOX MEAN CONVECTIVE CLOUD WATER,1,402,407,mass_fraction_of_convective_cloud_liquid_water_in_air,,
1,5234,GRIDBOX MEAN CONV. CLOUD WATER PATH,,402,407,,,
1,5235,U compnt of wind after convection,m s-1,404,,eastward_wind,,true_latitude_longitude
1,5235,U compnt of wind after convection,m s-1,404,,x_wind,,rotated_latitude_longitude
1,5236,V compnt of wind after convection,m s-1,404,,northward_wind,,true_latitude_longitude
1,5236,V compnt of wind after convection,m s-1,404,,y_wind,,rotated_latitude_longitude
1,5237,NH3 SCAVENGED BY CONV PPN KG/M2/S,,405,407,,,
1,5238,SO2 SCAVENGED BY CONV PPN KG/M2/SEC,,405,407,,,
1,5239,SO4 AIT SCAVNGD BY CONV PPN KG/M2/S,,405,407,,,
1,5240,SO4 ACC SCAVNGD BY CONV PPN KG/M2/S,,405,407,,,
1,5241,SO4 DIS SCAVNGD BY CONV PPN KG/M2/S,,405,407,,,
1,5242,CONVECTIVELY SCAVENGED SOOT KG/M2/S,,405,407,,,
1,5250,UPDRAUGHT MASS FLUX (PA/S),,404.1,407,,,
1,5251,DOWNDRAUGHT MASS FLUX (PA/S),,405,407,,,
1,5252,UPDRAUGHT ENTRAINMENT RATE (S-1),,405,407,,,
1,5253,UPDRAUGHT DETRAINMENT RATE (S-1),,405,407,,,
1,5254,DOWNDRAUGHT ENTRAINMENT RATE (S-1),,405,407,,,
1,5255,DOWNDRAUGHT DETRAINMENT RATE (S-1),,405,407,,,
1,5256,U INCREMENT MS-2 ( P GRID),,405,407,,,
1,5257,V INCREMENT MS-2 ( P GRID),,405,407,,,
1,6002,U COMPNT OF WIND AFTER G.WAVE DRAG,m s-1,,,eastward_wind,,true_latitude_longitude
1,6002,U COMPNT OF WIND AFTER G.WAVE DRAG,m s-1,,,x_wind,,rotated_latitude_longitude
1,6003,V COMPNT OF WIND AFTER G.WAVE DRAG,m s-1,,,northward_wind,,true_latitude_longitude
1,6003,V COMPNT OF WIND AFTER G.WAVE DRAG,m s-1,,,y_wind,,rotated_latitude_longitude
1,6201,U COMPONENT OF GRAVITY WAVE STRESS,Pa,,501,atmosphere_eastward_stress_due_to_gravity_wave_drag,,true_latitude_longitude
1,6202,V COMPONENT OF GRAVITY WAVE STRESS,Pa,,501,atmosphere_northward_stress_due_to_gravity_wave_drag,,true_latitude_longitude
1,6203,STANDARD DEVIATION OF OROGRAPHY,,,407,,,
1,6204,OROGRAPHIC GRADIENT XX COMPONENT,,,407,,,
1,6205,OROGRAPHIC GRADIENT XY COMPONENT,,,407,,,
1,6206,OROGRAPHIC GRADIENT YY COMPONENT,,,407,,,
1,6207,U-ACCEL FROM SATURATED STRESS,,,,,,
1,6208,V-ACCEL FROM SATURATED STRESS,,,,,,
1,6209,U-ACCEL FROM HYDRAULIC JUMP,,,503,,,
1,6210,V-ACCEL FROM HYDRAULIC JUMP,,,503,,,
1,6211,U-ACCEL FROM TRAPPED LEE WAVES,,,503,,,
1,6212,V-ACCEL FROM TRAPPED LEE WAVES,,,503,,,
1,6213,VERTICAL TRANSMISSION COEFFICIENT,,,407,,,
1,7002,U COMPNT OF WIND AFTER VERT DIF'SION,m s-1,,407,eastward_wind,,true_latitude_longitude
1,7002,U COMPNT OF WIND AFTER VERT DIF'SION,m s-1,,407,x_wind,,rotated_latitude_longitude
1,7003,V COMPNT OF WIND AFTER VERT DIF'SION,m s-1,,407,northward_wind,,true_latitude_longitude
1,7003,V COMPNT OF WIND AFTER VERT DIF'SION,m s-1,,407,y_wind,,rotated_latitude_longitude
1,7201,VERT FLUX OF U MOMENTUM FROM V.DIFFN,,,407,,,
1,7202,VERT FLUX OF V MOMENTUM FROM V.DIFFN,,,407,,,
1,8023,SNOW MASS AFTER HYDROLOGY KG/M2,kg m-2,,,surface_snow_amount,,
1,8024,"SURFACE TEMPERATURE,AFTER HYDROLOGY",K,,407,surface_temperature,,
1,8201,LAND SNOW MELT AMOUNT KG/M2/TS,kg m-2,,407,surface_snow_melt_amount,where_land user_delta_t,
1,8202,LAND SNOW MELT HEAT FLUX W/M2,W m-2,,407,surface_snow_melt_heat_flux,where_land,
1,8203,CANOPY THROUGHFALL AMOUNT KG/M2/TS,,,407,,,
1,8204,SURFACE RUNOFF AMOUNT KG/M2/TS,kg m-2,,407,surface_runoff_amount,user_delta_t,
1,8205,SUB-SURFACE RUNOFF AMOUNT KG/M2/TS,kg m-2,,407,subsurface_runoff_amount,user_delta_t,
1,8206,"SOIL HYDROLOGY PARAMETER ""BS""",,,407,,,
1,8207,VEG MODIFIED INFILTRATION RATE,,,407,,,
1,8208,SOIL MOISTURE CONTENT,,,,,,
1,8209,CANOPY WATER CONTENT,kg m-2,,407,canopy_water_amount,,
1,8210,VOL SMC AT WILTING,kg m-2,,407,volume_fraction_of_condensed_water_in_soil_at_wilting_point,,
1,8211,VOL SMC AT CRIT PT,kg m-2,,407,volume_fraction_of_condensed_water_in_soil_at_critical_point,,
1,8212,VOL SMC AT FLD CAP,kg m-2,,407,volume_fraction_of_condensed_water_in_soil_at_field_capacity,,
1,8213,VOL SMC AT SATURATION,,,407,,,
1,8214,SATURATED SOIL CONDUCTIVITY,m s-1,,407,soil_hydraulic_conductivity_at_saturation,,
1,8215,EAGLESON'S EXPONENT,,,407,,,
1,8216,THERMAL CAPACITY,J kg-1 K-1,,407,soil_thermal_capacity,,
1,8217,THERMAL CONDUCTIVITY,W m-1 K-1,,407,soil_thermal_conductivity,,
1,8218,VEGETATION FRACTION,1,,407,vegetation_area_fraction,,
1,8219,ROOT DEPTH,m,,407,root_depth,,
1,8220,SURFACE RESISTANCE TO EVAPORATION,,,407,,,
1,8221,SURFACE CAPACITY,,,407,,,
1,8222,INFILTRATION FACTOR,,,407,,,
1,8223,SOIL MOISTURE CONTENT IN A LAYER,kg m-2,,,moisture_content_of_soil_layer,,
1,8224,SATURATED SOIL WATER SUCTION,Pa,,407,soil_suction_at_saturation,,
1,8225,DEEP SOIL TEMP. AFTER HYDROLOGY DEGK,K,,,soil_temperature,,
1,8226,DEEP SNOWMELT HEAT FLUX W/M2,,,407,,,
1,8227,"VAN GENUCHTEN ""B"" PARAMETER",,401,403,,,
1,8228,"CLAPP-HORNBERGER ""B"" COEFFICIENT",,401,407,,,
1,8229,UNFROZEN SOIL MOISTURE FRACTION,1,401,407,mass_fraction_of_unfrozen_water_in_soil_moisture,,
1,8230,FROZEN SOIL MOISTURE FRACTION,1,401,407,mass_fraction_of_frozen_water_in_soil_moisture,,
1,8231,LAND SNOW MELT RATE KG/M2/S,kg m-2 s-1,405,407,surface_snow_melt_flux,where_land,
1,8233,CANOPY THROUGHFALL RATE KG/M2/S,,405,407,,,
1,8234,SURFACE RUNOFF RATE KG/M2/S,kg m-2 s-1,405,,surface_runoff_flux,,
1,8235,SUB-SURFACE RUNOFF RATE KG/M2/S,kg m-2 s-1,405,,subsurface_runoff_flux,,
1,9004,TEMPERATURE AFTER DYNAMIC CLOUD,K,,501,air_temperature,,
1,9004,TEMPERATURE AFTER MAIN DYN CLOUD,K,502,,air_temperature,,
1,9010,SPEC. HUMIDITY AFTER DYNAMIC CLOUD,1,,501,specific_humidity,,
1,9010,SPEC. HUMIDITY AFTER MAIN DYN CLOUD,1,502,,specific_humidity,,
1,9181,TEMPERATURE INC: bdy layer + ls cld,,502,,,,
1,9182,SPEC HUMIDITY INC: bdy layr + ls cld,,502,,,,
1,9183,QCL INC: bdy layer + ls cld,,502,,,,
1,9201,BULK CLOUD AMOUNT AFTER MAIN CLOUD,1,502,,stratiform_cloud_area_fraction_in_atmosphere_layer,,
1,9201,LAYER CLOUD AMOUNT IN EACH LAYER,1,,501,stratiform_cloud_area_fraction_in_atmosphere_layer,,
1,9202,VERY LOW CLOUD AMOUNT,,,407,,,
1,9203,LOW CLOUD AMOUNT,,,407,,,
1,9204,MEDIUM CLOUD AMOUNT,,,407,,,
1,9205,HIGH CLOUD AMOUNT,,,407,,,
1,9206,CLOUD LIQUID WATER AFTER DYN CLOUD,,,501,,,
1,9207,CLOUD ICE CONTENT AFTER DYNAM CLOUD,,,,,,
1,9208,CLOUD BASE FOR COVER.GT.0.1 OCTA KFT,,,407,,,
1,9209,CLOUD BASE FOR COVER.GT.1.5 OCTA KFT,,,407,,,
1,9210,CLOUD BASE FOR COVER.GT.2.5 OCTA KFT,,,407,,,
1,9211,CLOUD BASE FOR COVER.GT.3.5 OCTA KFT,,,407,,,
1,9212,CLOUD BASE FOR COVER.GT.4.5 OCTA KFT,,,407,,,
1,9213,CLOUD BASE FOR COVER.GT.5.5 OCTA KFT,,,407,,,
1,9214,CLOUD BASE FOR COVER.GT.6.5 OCTA KFT,,,407,,,
1,9215,CLOUD BASE FOR COVER.GT.7.9 OCTA KFT,,,407,,,
1,9216,TOTAL CLOUD AMOUNT - RANDOM OVERLAP,,,,,,
1,9217,TOTAL CLOUD AMOUNT MAX/RANDOM OVERLP,,,407,,,
1,9218,CLOUD FRACTION BELOW 1000 FT ASL,,,407,,,
1,9219,LOW CLOUD BASE (FT ASL),,,407,,,
1,9220,LOW CLOUD TOP (FT ASL),,,407,,,
1,9221,WET BULB FREEZING LEV HEIGHT (M),,,407,,,
1,9222,WET BULB TEMPERATURE (K),K,,407,wet_bulb_temperature,,
1,9223,TOTAL CLOUD TOP HEIGHT (KFT),,,407,,,
1,9224,LAYER LIQUID CLOUD AMOUNT IN LAYERS,,404,407,,,
1,9225,LAYER FROZEN CLOUD AMOUNT IN LAYERS,,404,407,,,
1,9226,LAYER CLOUD FREQUENCY IN EACH LAYER,,404,407,,,
1,9227,LAYER CLOUD AREA IN LAYER,,405,407,,,
1,9228,CRITICAL RELATIVE HUMIDITY,,405,407,,,
1,10001,PSTAR AFTER ADJUSTMENT,Pa,,407,surface_air_pressure,,
1,10002,U COMPNT OF WIND AFTER ADJUSTMENT,m s-1,,407,eastward_wind,,true_latitude_longitude
1,10002,U COMPNT OF WIND AFTER ADJUSTMENT,m s-1,,407,x_wind,,rotated_latitude_longitude
1,10003,V COMPNT OF WIND AFTER ADJUSTMENT,m s-1,,407,northward_wind,,true_latitude_longitude
1,10003,V COMPNT OF WIND AFTER ADJUSTMENT,m s-1,,407,y_wind,,rotated_latitude_longitude
1,10004,THETA AFTER ADJUSTMENT,,,407,,,
1,10010,SPEC HUMID TOT WATER CONTENT:ADJUST,,,407,,,
1,10201,MEAN U OVER ADJ*LAYER THICK=MASS FLX,,,407,,,
1,10202,MEAN V OVER ADJ*LAYER THICK=MASS FLX,,,407,,,
1,10203,PSEUDO-RADIUS AT MODEL LEVELS,,,407,,,
1,10204,ETADOT FROM THE ADJUSTMENT STEP,,,407,,,
1,10205,RATE OF CHANGE OF PSTAR,Pa s-1,,407,tendency_of_surface_air_pressure,,
1,10206,GEOPOTENTIAL,m2 s-2,,407,geopotential,,
1,10207,MEAN U OVER ADJ * LAYER THICK * TEMP,,,407,,,
1,10208,MEAN V OVER ADJ * LAYER THICK * TEMP,,,407,,,
1,10209,MEAN U OVER ADJ * LAYER THICK *HUMID,,,407,,,
1,10210,MEAN V OVER ADJ * LAYER THICK *HUMID,,,407,,,
1,10211,MEAN U ADJ *LAYER THICK* LIQ WATER T,,,407,,,
1,10212,MEAN V ADJ *LAYER THICK* LIQ WATER T,,,407,,,
1,10213,MEAN U ADJ *LAYER THICK* TOTAL WATER,,,407,,,
1,10214,MEAN V ADJ *LAYER THICK* TOTAL WATER,,,407,,,
1,10215,MEAN U ADJ * LAYER THICK * U,,,407,,,
1,10216,MEAN V ADJ * LAYER THICK * U,,,407,,,
1,10217,MEAN U ADJ * LAYER THICK * V,,,407,,,
1,10218,MEAN V ADJ * LAYER THICK * V,,,407,,,
1,10219,MEAN U * LAYER THICK * GEOPOTENTIAL,,,407,,,
1,10220,MEAN V * LAYER THICK * GEOPOTENTIAL,,,407,,,
1,10221,MN U *LYR THICK* MOIST STATIC ENERGY,,,407,,,
1,10222,MN V *LYR THICK* MOIST STATIC ENERGY,,,407,,,
1,10223,ANGULAR MOMENTUM M1 KG M2/S X10-24,,,407,,,
1,10224,ANGULAR MOMENTUM M2 KG M2/S X10-24,,,407,,,
1,10225,ANGULAR MOMENTUM M3 KG M2/S X10-24,,,407,,,
1,10226,ANGULAR MOMENTUM W1 KG M2/S X10-24,,,407,,,
1,10227,ANGULAR MOMENTUM W2 KG M2/S X10-24,,,407,,,
1,10228,ANGULAR MOMENTUM W3 KG M2/S X10-24,,,407,,,
1,10229,CLOUD LIQUID WATER BEFORE DYNAMICS,,,407,,,
1,10230,CLOUD ICE CONTENT BEFORE DYNAMICS,,,407,,,
1,12002,U AFTER PRIMARY FIELD ADVECTION,m s-1,,407,eastward_wind,,true_latitude_longitude
1,12002,U AFTER PRIMARY FIELD ADVECTION,m s-1,,407,x_wind,,rotated_latitude_longitude
1,12003,V AFTER PRIMARY FIELD ADVECTION,m s-1,,407,northward_wind,,true_latitude_longitude
1,12003,V AFTER PRIMARY FIELD ADVECTION,m s-1,,407,y_wind,,rotated_latitude_longitude
1,12004,THETAL AFTER PRIMARY FIELD ADVECTION,,,407,,,
1,12010,QT AFTER PRIMARY FIELD ADVECTION,,,407,,,
1,12201,OMEGA ON MODEL LEVELS,Pa s-1,,407,lagrangian_tendency_of_air_pressure,,
1,12202,OMEGA ON PRESSURE LEVELS,Pa s-1,,407,lagrangian_tendency_of_air_pressure,,
1,13002,U AFTER FILTERING AND DIFFUSION,m s-1,,407,eastward_wind,,true_latitude_longitude
1,13002,U AFTER FILTERING AND DIFFUSION,m s-1,,407,x_wind,,rotated_latitude_longitude
1,13003,V AFTER FILTERING AND DIFFUSION,m s-1,,407,northward_wind,,true_latitude_longitude
1,13003,V AFTER FILTERING AND DIFFUSION,m s-1,,407,y_wind,,rotated_latitude_longitude
1,13004,THETAL AFTER FILTERING AND DIFFUSION,,,407,,,
1,13010,QT AFTER FILTERING AND DIFFUSION,,,407,,,
1,13201,QT SOURCE/SINK IN QT_POS KG/M2/S,,,407,,,
1,14201,ATMOS ENERGY CORR'N IN COLUMN W/M2,,,,,,
1,15201,U COMPNT OF WIND ON PRESSURE LEVELS,m s-1,,500,eastward_wind,,
1,15202,V COMPNT OF WIND ON PRESSURE LEVELS,m s-1,,500,northward_wind,,
1,15203,MAX CAT PROBABILITY. NEED MAX WIND,,,407,,,
1,15204,MAX CAT PROB LEVEL. NEED MAX WIND,,,407,,,
1,15205,CAT PROB @ P LEVELS. NEED MAX WIND,,,407,,,
1,15206,HEIGHT OF MAX WIND LEVEL- NOT AVALBL,,,407,,,
1,15207,ICAO HT OF MAX WIND LEV-NEED MAX UV&,,,407,,,
1,15208,"PRESSURE OF MAX WIND LEV-NEED MAX U,",,,407,,,
1,15209,U COMPONENT OF MAX WIND-NEED MAX V&P,,,407,,,
1,15210,V COMPONENT OF MAX WIND-NEED MAX U&P,,,407,,,
1,15211,CAT PROB AVE 300 250 200MB NEED MAX,,,407,,,
1,15212,50 METRE WIND U-COMPONENT,m s-1,,500,eastward_wind,height=50m,true_latitude_longitude
1,15212,50 METRE WIND U-COMPONENT,m s-1,,500,x_wind,height=50m,rotated_latitude_longitude
1,15213,50 METRE WIND V-COMPONENT,m s-1,,500,northward_wind,height=50m,true_latitude_longitude
1,15213,50 METRE WIND V-COMPONENT,m s-1,,500,y_wind,height=50m,rotated_latitude_longitude
1,15214,ERTEL POTENTIAL VORTICITY(THETA LEV),K m2 kg-1 s-1,,407,ertel_potential_vorticity,,
1,15215,UV ON PRESSURE LEVS. USE MACRO,m2 s-2,,407,product_of_eastward_wind_and_northward_wind,,
1,15216,T ON PRESSURE LEVS U GRID. USE MACRO,K,,407,air_temperature,,
1,15217,UT ON PRESS LEVS U GRID. USE MACRO,K m s-1,,407,product_of_eastward_wind_and_air_temperature,,
1,15218,VT ON PRESS LEVS U GRID. USE MACRO,K m s-1,,407,product_of_northward_wind_and_air_temperature,,
1,15219,T**2 ON PRESS LEVS U GRID. USE MACRO,K2,,407,square_of_air_temperature,,
1,15220,U**2 ON PRESS LEVS U GRID. USE MACRO,m2 s-2,,407,square_of_eastward_wind,,
1,15221,V**2 ON PRESS LEVS U GRID. USE MACRO,m2 s-2,,407,square_of_northward_wind,,
1,15222,OMEGA ON PRESS LEVS U GRID.USE MACRO,Pa s-1,,407,lagrangian_tendency_of_air_pressure,,
1,15223,OMEGA*T ON P LEVS U GRID. USE MACRO,K Pa s-1,,407,product_of_omega_and_air_temperature,,
1,15224,OMEGA*U ON P LEVS U GRID. USE MACRO,Pa m s-2,,407,product_of_eastward_wind_and_omega,,
1,15225,OMEGA*V ON P LEVS U GRID. USE MACRO,Pa m s-2,,407,product_of_northward_wind_and_omega,,
1,15226,SPECIF HUM;P LEVS;U GRID. USE MACRO,1,,407,specific_humidity,,
1,15227,Q*U ON PRESS LEVS U GRID. USE MACRO,m s-1,,407,product_of_eastward_wind_and_specific_humidity,,
1,15228,Q*V ON PRESS LEVS U GRID. USE MACRO,m s-1,,407,product_of_northward_wind_and_specific_humidity,,
1,15229,POTENTIAL VORTICITY ON PRESSURE LEVS,Pa-1 s-1,,407,potential_vorticity_of_atmosphere_layer,,
1,15230,THETA ON POT VORT LEVS-SEE CON.B.5.F,K,,407,air_potential_temperature,,
1,15231,TEST FIELD ON UV GRID-SINGLE LEVEL,,,407,,,
1,15232,TEST FIELD ON TH GRID-SINGLE LEVEL,,,407,,,
1,15233,TEST FIELD ON TH GRID-PRESS LEVELS,,,407,,,
1,15234,TEST FIELD ON TH GRID-MODEL LEVELS,,,407,,,
1,15235,"q*w on press levs, u grid",Pa s-1,404,407,product_of_omega_and_specific_humidity,,
1,15236,Fract of time pres lev above surface,,404,407,,,
1,15237,Total KE per unit area x10e-6 J/m2,1e-6 J m-2,404,407,atmosphere_kinetic_energy_content,,
1,15238,"Geopotential height, u grid",m,404,407,geopotential_height,,
1,15239,"U*Geopotential height, u grid x1.e6",m2 s-1,404,407,product_of_eastward_wind_and_geopotential_height,,
1,15240,"v*Geopotential height, u grid x1.e6",m2 s-1,404,407,product_of_northward_wind_and_geopotential_height,,
1,15241,mountain torque per unit area N/m,,404,407,,,
1,16201,GEOPOTENTIAL HEIGHT:LAYER BOUNDARIES,m,,407,geopotential_height,,
1,16202,GEOPOTENTIAL HEIGHT: PRESSURE LEVELS,m,,601,geopotential_height,,
1,16203,TEMPERATURE ON PRESSURE LEVELS,K,,601,air_temperature,,
1,16204,RELATIVE HUMIDITY ON PRESSURE LEVELS,%,,503,relative_humidity,,
1,16205,WET BULB POTENTIAL TEMPERATURE,,,407,,,
1,16206,SURFACE SNOW PROBABILITY,,,407,,,
1,16207,"ICAO HT OF -20 DEG ISO- NEED P,HT",,,407,,,
1,16208,PRESSURE OF -20 DEG ISO- NEED HT,,,407,,,
1,16209,"ICAO HT OF FREEZING LEV- NEED P,HT",,,407,,,
1,16210,HEIGHT OF FREEZING LEV- NEED PRESS,m,,407,freezing_level_altitude,,
1,16211,PRESSURE OF FREEZING LEV- NEED HT,Pa,,407,air_pressure_at_freezing_level,,
1,16212,HT OF CONTRAIL LOWER LIM- NEED UPPER,,,407,,,
1,16213,HT OF CONTRAIL UPPER LIM- NEED LOWER,,,407,,,
