ID,STASH,STASHmaster description,Units,Valid from,Valid to,CF standard name,CF info,PP conditions
1,16214,"PRESSURE AT TROP LEV- NEED HT,TEMP",Pa,,407,tropopause_air_pressure,,
1,16215,"TEMP AT TROP LEVEL- NEED HT,PRESS",K,,407,tropopause_air_temperature,,
1,16216,"HEIGHT OF TROP- NEED TEMP, PRESS",m,,407,tropopause_altitude,,
1,16217,"ICAO HT OF TROP- NEED HT,TEMP,PRESS",,,407,,,
1,16218,HEIGHT OF -20 DEG ISO- NEED PRESSURE,,,407,,,
1,16219,THERMAL ADVECTION ON PRESSURE LEVELS,,,407,,,
1,16220,RADIO DUCT HEIGHT- NEED INTENSITY,,,407,,,
1,16221,RADIO DUCT INTENSITY- NEED HEIGHT,,,407,,,
1,16222,PRESSURE AT MEAN SEA LEVEL,Pa,,,air_pressure_at_sea_level,,
1,16223,THERMAL ADVECT AVE OVER 850 700 500,,,407,,,
1,16224,HEIGHT**2 ON PRESS LEVS. USE MACRO,m2,,407,square_of_geopotential_height,,
1,16225,GEOPOTENTIAL HT OF MODEL LEVEL M,m,,407,geopotential_height,,
1,16226,ATM TRACER 1 (O3 ) ON PRESS LEVS,,401,407,,,
1,16227,ATM TRACER 2 (H2O ) ON PRESS LEVS,,401,407,,,
1,16228,ATM TRACER 3 (CO ) ON PRESS LEVS,,401,407,,,
1,16229,ATM TRACER 4 (CH4 ) ON PRESS LEVS,,401,407,,,
1,16230,ATM TRACER 5 (N2O ) ON PRESS LEVS,,401,407,,,
1,16231,ATM TRACER 6 (NO ) ON PRESS LEVS,,401,407,,,
1,16232,ATM TRACER 7 (NO2 ) ON PRESS LEVS,,401,407,,,
1,16233,ATM TRACER 8 (HNO3 ) ON PRESS LEVS,,401,407,,,
1,16234,ATM TRACER 9 (N2O5 ) ON PRESS LEVS,,401,407,,,
1,16235,ATM TRACER 10 (CLONO2) ON PRESS LEVS,,401,407,,,
1,16236,ATM TRACER 11 (CLO ) ON PRESS LEVS,,401,407,,,
1,16237,ATM TRACER 12 (HCL ) ON PRESS LEVS,,401,407,,,
1,16238,ATM TRACER 13 (CF2CL2) ON PRESS LEVS,,401,407,,,
1,16239,ATM TRACER 14 (CFCL3 ) ON PRESS LEVS,,401,407,,,
1,16240,ATM TRACER 15 (HF ) ON PRESS LEVS,,401,407,,,
1,16241,ATM TRACER 16 (------) ON PRESS LEVS,,401,407,,,
1,16242,ATM TRACER 17 (------) ON PRESS LEVS,,401,407,,,
1,16243,ATM TRACER 18 (------) ON PRESS LEVS,,401,407,,,
1,16244,ATM TRACER 19 (------) ON PRESS LEVS,,401,407,,,
1,16245,ATM TRACER 20 (------) ON PRESS LEVS,,401,407,,,
1,16246,ATM TRACER 21 (H2S ) ON PRESS LEVS,,401,407,,,
1,16247,ATM TRACER 22 (WATER-SOL) PRESS LEVS,,401,407,,,
1,16248,"ATM TRACER 23 (""DUST"") ON PRESS LEVS",,401,407,,,
1,16249,ATM TRACER 24 (OCEANIC)ON PRESS LEVS,,401,407,,,
1,16250,ATM TRACER 25 (SOOT ) ON PRESS LEVS,,401,407,,,
1,16251,ATM TRACER 26 (VOLC ASH) PRESS LEVS,,401,407,,,
1,16252,ATM TRACER 27 (H2SO4 ) ON PRESS LEVS,,401,407,,,
1,16253,ATM TRACER 28 ((NH4)2SO4) PRESS LEVS,,401,407,,,
1,16254,ATM TRACER 29 (MINERAL)ON PRESS LEVS,,401,407,,,
1,17201,SO4 AIT SURF SETTLEMENT FLUX KG/M2/S,,405,407,,,
1,17202,SO4 ACC SURF SETTLEMENT FLUX KG/M2/S,,405,407,,,
1,17203,MSA MASS MIXING RATIO AFTER TSTEP,,405,407,,,
1,17204,NH3 DEPLETION KG/KG AFTER TSTEP,,405,407,,,
1,18001,P* AFTER ASSIMILATION INCREMENTS,,,407,,,
1,18002,U AFTER ASSIMILATION INCREMENTS,,,407,,,
1,18003,V AFTER ASSIMILATION INCREMENTS,,,407,,,
1,18004,THETA AFTER ASSIMILATION INCREMENTS,,,407,,,
1,18010,Q AFTER ASSIMILATION INCREMENTS,,,407,,,
1,18201,P* ASSIMILATION WEIGHTS,,,407,,,
1,18202,THETA ASSIMILATION WEIGHTS,,,407,,,
1,18203,WIND ASSIMILATION WEIGHTS,,,407,,,
1,18204,RH ASSIMILATION WEIGHTS,,,407,,,
1,18205,PRECIPITATION RATE ASSIM WEIGHTS,,,407,,,
1,18209,VISIBILITY ASSIMILATION WEIGHTS,,,407,,,
1,18211,P* ASSIMILATION INCREMENT,,,407,,,
1,18212,THETA ASSIMILATION INCREMENT,,,407,,,
1,18213,U ASSIMILATION INCREMENT,,,407,,,
1,18214,RH ASSIMILATION INCREMENT,,,407,,,
1,18215,PRECIPITATION RATE ASSIM INCREMENTS,,,407,,,
1,18219,VISIBILITY ASSIMILATION INCREMENTS,,,407,,,
1,18223,V ASSIMILATION INCREMENT,,,407,,,
1,18231,HYDROSTATIC THETA ASSM INCR(FROM P*),,,407,,,
1,18241,GEOSTROPHIC U ASSM INCR (FROM P*),,,407,,,
1,18242,GEOSTROPHIC U ASSM INCR (FROM THETA),,,407,,,
1,18251,GEOSTROPHIC V ASSM INCR (FROM P*),,,407,,,
1,18252,GEOSTROPHIC V ASSM INCR (FROM THETA),,,407,,,
1,18261,P* INCREMENTS FROM WIND BALANCE,,,407,,,
1,18262,THETA INCREMENTS FROM WIND BALANCE,,,407,,,
1,18271,THETA INCR FROM LS LATENT HEATING,,,407,,,
1,18272,THETA INCR FROM PRECIP DATA (LHN),,,407,,,
1,19001,VEGETATION CARBON ON PFTS KG C/M2,,404,407,,,
1,19002,GRIDBOX MEAN VEG CARBON KG C/M2,kg m-2,404,407,vegetation_carbon_content,,
1,19003,PHENOLOGICAL LEAF TURNOVER RATE,,404,404.1,,,
1,19003,PHENOLOGICAL LEAF TURNOVER RATE PFTS,,405,407,,,
1,19004,LITTER CARBON ON PFTS KG C/M2/YEAR,,404,407,,,
1,19005,GRIDBOX MEAN LITTER CARBN KGC/M2/YR,,404,407,,,
1,19006,MEAN LEAF TRNVR RATE PFTS FOR PHENOL,,405,407,,,
1,19007,LEAF AREA INDEX PFTS AFTER PHENOLOGY,,405,407,,,
1,19008,MN LEAF TRNVR RATE PFTS FOR TRIFFID,,405,407,,,
1,19009,MEAN NPP ON PFTS FOR TRIFFID,,405,407,,,
1,19010,MEAN WOOD RESP ON PFTS FOR TRIFFID,,405,407,,,
1,19011,MEAN SOIL RESPIRATION FOR TRIFFID,,405,407,,,
1,19012,DISTURBED FRACTION OF VEGETATION,,405,407,,,
1,19013,SURFACE TYPE FRACTIONS AFTER TRIFFID,,405,407,,,
1,19014,LEAF AREA INDEX PFTS AFTER TRIFFID,,405,407,,,
1,19015,CANOPY HEIGHT ON PFTS AFTER TRIFFID,,405,407,,,
1,19016,SOIL CARBON CONTENT AFTER TRIFFID,kg m-2,405,407,soil_carbon_content,,
1,21001,CM1: PSTAR AFTER TIMESTEP,,,407,,,
1,21002,CM1: U COMPNT OF WIND AFTER TIMESTEP,,,407,,,
1,21003,CM1: V COMPNT OF WIND AFTER TIMESTEP,,,407,,,
1,21004,CM1: THETA AFTER TIMESTEP,,,407,,,
1,21010,CM1: SPECIFIC HUMIDITY AFTER TSTEP,,,407,,,
1,21013,CM1: CONV CLOUD AMOUNT AFTER TSTEP,,,407,,,
1,21014,CM1: CONV CLOUD BASE LEV NO AFTER TS,,,407,,,
1,21015,CM1: CONV CLOUD TOP LEV NO AFTER TS,,,407,,,
1,21016,CM1: CONV CLOUD LIQUID WATER PATH,,,407,,,
1,21023,CM1: SNOW AMOUNT AFTER TSTEP KG/M2,,,407,,,
1,21024,CM1: SURFACE TEMPERATURE AFTER TS,,,407,,,
1,21025,CM1: BOUNDARY LAYER DEPTH AFTER TS,,,407,,,
1,21026,CM1: ROUGHNESS LENGTH AFTER TIMESTEP,,,407,,,
1,21028,CM1: SURFACE ZONAL CURRENT AFTER TS,,,407,,,
1,21029,CM1: SURFACE MERID CURRENT AFTER TS,,,407,,,
1,21031,CM1: SEA ICE FRACTION AFTER TIMESTEP,,,407,,,
1,21032,CM1: SEA ICE DEPTH (MEAN OVER ICE) M,,,407,,,
1,21061,CM1: ATM TRACER 1 (CONVEN O3 ),,,407,,,
1,21062,CM1: ATM TRACER 2 (CONVEN H2O ),,,407,,,
1,21063,CM1: ATM TRACER 3 (CONVEN CO ),,,407,,,
1,21064,CM1: ATM TRACER 4 (CONVEN CH4 ),,,407,,,
1,21065,CM1: ATM TRACER 5 (CONVEN N2O ),,,407,,,
1,21066,CM1: ATM TRACER 6 (CONVEN NO ),,,407,,,
1,21067,CM1: ATM TRACER 7 (CONVEN NO2 ),,,407,,,
1,21068,CM1: ATM TRACER 8 (CONVEN HNO3 ),,,407,,,
1,21069,CM1: ATM TRACER 9 (CONVEN N2O5 ),,,407,,,
1,21070,CM1: ATM TRACER 10 (CONVEN CLONO2),,,407,,,
1,21071,CM1: ATM TRACER 11 (CONVEN CLO ),,,407,,,
1,21072,CM1: ATM TRACER 12 (CONVEN HCL ),,,407,,,
1,21073,CM1: ATM TRACER 13 (CONVEN CF2CL2),,,407,,,
1,21074,CM1: ATM TRACER 14 (CONVEN CFCL3 ),,,407,,,
1,21075,CM1: ATM TRACER 15 (CONVEN HF ),,,407,,,
1,21076,CM1: ATM TRACER 16 (CONVEN ----- ),,,407,,,
1,21077,CM1: ATM TRACER 17 (CONVEN ----- ),,,407,,,
1,21078,CM1: ATM TRACER 18 (CONVEN ----- ),,,407,,,
1,21079,CM1: ATM TRACER 19 (CONVEN S02 ),,,407,,,
1,21080,CM1: ATM TRACER 20 (CONVEN DMS ),,,407,,,
1,21081,CM1: ATM TRACER 21 (CONVEN H2S ),,,407,,,
1,21082,CM1: ATM TRACER 22 (CONV WATER-SOL ),,,407,,,
1,21083,CM1: ATM TRACER 23 (CONV DUST-LIKE ),,,407,,,
1,21084,CM1: ATM TRACER 24 (CONV OCEANIC ),,,407,,,
1,21085,CM1: ATM TRACER 25 (CONV SOOT ),,,407,,,
1,21086,CM1: ATM TRACER 26 (CONV VOLC ASH ),,,407,,,
1,21087,CM1: ATM TRACER 27 (CONV H2SO4 - ),,,407,,,
1,21088,CM1: ATM TRACER 28 (CONV (NH4)2SO4 ),,,407,,,
1,21089,CM1: ATM TRACER 29 (CONV MINERAL ),,,407,,,
1,21201,CM1: U COMP OF WIND ON PRESSURE LEV.,,,407,,,
1,21202,CM1: V COMP OF WIND ON PRESSURE LEV.,,,407,,,
1,21203,CM1: VERT VEL.(OMEGA): PRESSURE LEV.,,,407,,,
1,21205,CM1: CAT PROBABILITY,,,407,,,
1,21206,CM1: HEIGHT OF THE MAX WIND LEVEL,,,407,,,
1,21207,CM1: PRESSURE OF THE MAX WIND LEVEL,,,407,,,
1,21208,CM1: U COMPONENT OF THE MAX WIND,,,407,,,
1,21209,CM1: V COMPONENT OF THE MAX WIND,,,407,,,
1,21210,CM1: GEOPOTENTIAL HT. MODEL HALF LEV,,,407,,,
1,21211,CM1: GEOPOTENTIAL HT. PRESSURE LEV.,,,407,,,
1,21212,CM1: TEMPERATURE ON PRESSURE LEVELS,,,407,,,
1,21213,CM1: RELATIVE HUMIDITY ON PRESS LEVS,,,407,,,
1,21214,CM1: WET BULB POTENTIAL TEMPERATURE,,,407,,,
1,21215,CM1: SURFACE SNOW PROBABILITY,,,407,,,
1,21216,CM1: HEIGHT OF THE FREEZING LEVEL,,,407,,,
1,21217,CM1: PRESSURE OF THE FREEZING LEVEL,,,407,,,
1,21218,CM1: PRESSURE AT THE TROPOPAUSE LEV.,,,407,,,
1,21219,CM1: TEMPERATURE AT THE TROP. LEVEL,,,407,,,
1,21220,CM1: HEIGHT OF THE TROPOPAUSE,,,407,,,
1,21221,CM1: HIGH CLOUD AMOUNT,,,407,,,
1,21222,CM1: MEDIUM CLOUD AMOUNT,,,407,,,
1,21223,CM1: LOW CLOUD AMOUNT,,,407,,,
1,21224,CM1: PRESSURE AT MEAN SEA LEVEL,,,407,,,
1,22001,CM2: PSTAR AFTER TIMESTEP,,,407,,,
1,22002,CM2: U COMPNT OF WIND AFTER TIMESTEP,,,407,,,
1,22003,CM2: V COMPNT OF WIND AFTER TIMESTEP,,,407,,,
1,22004,CM2: THETA AFTER TIMESTEP,,,407,,,
1,22010,CM2: SPECIFIC HUMIDITY AFTER TSTEP,,,407,,,
1,22013,CM2: CONV CLOUD AMOUNT AFTER TSTEP,,,407,,,
1,22014,CM2: CONV CLOUD BASE LEV NO AFTER TS,,,407,,,
1,22015,CM2: CONV CLOUD TOP LEV NO AFTER TS,,,407,,,
1,22016,CM2: CONV CLOUD LIQUID WATER PATH,,,407,,,
1,22023,CM2: SNOW AMOUNT AFTER TSTEP KG/M2,,,407,,,
1,22024,CM2: SURFACE TEMPERATURE AFTER TS,,,407,,,
1,22025,CM2: BOUNDARY LAYER DEPTH AFTER TS,,,407,,,
1,22026,CM2: ROUGHNESS LENGTH AFTER TIMESTEP,,,407,,,
1,22028,CM2: SURFACE ZONAL CURRENT AFTER TS,,,407,,,
1,22029,CM2: SURFACE MERID CURRENT AFTER TS,,,407,,,
1,22031,CM2: SEA ICE FRACTION AFTER TIMESTEP,,,407,,,
1,22032,CM2: SEA ICE DEPTH (MEAN OVER ICE) M,,,407,,,
1,22061,CM2: ATM TRACER 1 (CONVEN O3 ),,,407,,,
1,22062,CM2: ATM TRACER 2 (CONVEN H2O ),,,407,,,
1,22063,CM2: ATM TRACER 3 (CONVEN CO ),,,407,,,
1,22064,CM2: ATM TRACER 4 (CONVEN CH4 ),,,407,,,
1,22065,CM2: ATM TRACER 5 (CONVEN N2O ),,,407,,,
1,22066,CM2: ATM TRACER 6 (CONVEN NO ),,,407,,,
1,22067,CM2: ATM TRACER 7 (CONVEN NO2 ),,,407,,,
1,22068,CM2: ATM TRACER 8 (CONVEN HNO3 ),,,407,,,
1,22069,CM2: ATM TRACER 9 (CONVEN N2O5 ),,,407,,,
1,22070,CM2: ATM TRACER 10 (CONVEN CLONO2),,,407,,,
1,22071,CM2: ATM TRACER 11 (CONVEN CLO ),,,407,,,
1,22072,CM2: ATM TRACER 12 (CONVEN HCL ),,,407,,,
1,22073,CM2: ATM TRACER 13 (CONVEN CF2CL2),,,407,,,
1,22074,CM2: ATM TRACER 14 (CONVEN CFCL3 ),,,407,,,
1,22075,CM2: ATM TRACER 15 (CONVEN HF ),,,407,,,
1,22076,CM2: ATM TRACER 16 (CONVEN ----- ),,,407,,,
1,22077,CM2: ATM TRACER 17 (CONVEN ----- ),,,407,,,
1,22078,CM2: ATM TRACER 18 (CONVEN ----- ),,,407,,,
1,22079,CM2: ATM TRACER 19 (CONVEN ---- ),,401,407,,,
1,22079,CM2: ATM TRACER 19 (CONVEN SO2 ),,,400.2,,,
1,22080,CM2: ATM TRACER 20 (CONVEN ----- ),,401,407,,,
1,22080,CM2: ATM TRACER 20 (CONVEN DMS ),,,400.2,,,
1,22081,CM2: ATM TRACER 21 (CONVEN H2S ),,,407,,,
1,22082,CM2: ATM TRACER 22 (CONV WATER-SOL ),,,407,,,
1,22083,CM2: ATM TRACER 23 (CONV DUST-LIKE ),,,407,,,
1,22084,CM2: ATM TRACER 24 (CONV OCEANIC ),,,407,,,
1,22085,CM2: ATM TRACER 25 (CONV SOOT ),,,407,,,
1,22086,CM2: ATM TRACER 26 (CONV VOLC ASH ),,,407,,,
1,22087,CM2: ATM TRACER 27 (CONV H2SO4 ),,,407,,,
1,22088,CM2: ATM TRACER 28 (CONV (NH4)2SO4 ),,,407,,,
1,22089,CM2: ATM TRACER 29 (MINERAL ),,,407,,,
1,22201,CM2: U COMP OF WIND ON PRESSURE LEV.,,,407,,,
1,22202,CM2: V COMP OF WIND ON PRESSURE LEV.,,,407,,,
1,22203,CM2: VERT VEL.(OMEGA): PRESSURE LEV.,,,407,,,
1,22205,CM2: CAT PROBABILITY,,,407,,,
1,22206,CM2: HEIGHT OF THE MAX WIND LEVEL,,,407,,,
1,22207,CM2: PRESSURE OF THE MAX WIND LEVEL,,,407,,,
1,22208,CM2: U COMPONENT OF THE MAX WIND,,,407,,,
1,22209,CM2: V COMPONENT OF THE MAX WIND,,,407,,,
1,22210,CM2: GEOPOTENTIAL HT. MODEL HALF LEV,,,407,,,
1,22211,CM2: GEOPOTENTIAL HT. PRESSURE LEV.,,,407,,,
1,22212,CM2: TEMPERATURE ON PRESSURE LEVELS,,,407,,,
1,22213,CM2: RELATIVE HUMIDITY ON PRESS LEVS,,,407,,,
1,22214,CM2: WET BULB POTENTIAL TEMPERATURE,,,407,,,
1,22215,CM2: SURFACE SNOW PROBABILITY,,,407,,,
1,22216,CM2: HEIGHT OF THE FREEZING LEVEL,,,407,,,
1,22217,CM2: PRESSURE OF THE FREEZING LEVEL,,,407,,,
1,22218,CM2: PRESSURE AT THE TROPOPAUSE LEV.,,,407,,,
1,22219,CM2: TEMPERATURE AT THE TROP. LEVEL,,,407,,,
1,22220,CM2: HEIGHT OF THE TROPOPAUSE,,,407,,,
1,22221,CM2: HIGH CLOUD AMOUNT,,,407,,,
1,22222,CM2: MEDIUM CLOUD AMOUNT,,,407,,,
1,22223,CM2: LOW CLOUD AMOUNT,,,407,,,
1,22224,CM2: PRESSURE AT MEAN SEA LEVEL,,,407,,,
1,23001,CM3: PSTAR AFTER TIMESTEP,,,407,,,
1,23002,CM3: U COMPNT OF WIND AFTER TIMESTEP,,,407,,,
1,23003,CM3: V COMPNT OF WIND AFTER TIMESTEP,,,407,,,
1,23004,CM3: THETA AFTER TIMESTEP,,,407,,,
1,23010,CM3: SPECIFIC HUMIDITY AFTER TSTEP,,,407,,,
1,23013,CM3: CONV CLOUD AMOUNT AFTER TSTEP,,,407,,,
1,23014,CM3: CONV CLOUD BASE LEV NO AFTER TS,,,407,,,
1,23015,CM3: CONV CLOUD TOP LEV NO AFTER TS,,,407,,,
1,23016,CM3: CONV CLOUD LIQUID WATER PATH,,,407,,,
1,23023,CM3: SNOW AMOUNT AFTER TSTEP KG/M2,,,407,,,
1,23024,CM3: SURFACE TEMPERATURE AFTER TS,,,407,,,
1,23025,CM3: BOUNDARY LAYER DEPTH AFTER TS,,,407,,,
1,23026,CM3: ROUGHNESS LENGTH AFTER TIMESTEP,,,407,,,
1,23028,CM3: SURFACE ZONAL CURRENT AFTER TS,,,407,,,
1,23029,CM3: SURFACE MERID CURRENT AFTER TS,,,407,,,
1,23031,CM3: SEA ICE FRACTION AFTER TIMESTEP,,,407,,,
1,23032,CM3: SEA ICE DEPTH (MEAN OVER ICE) M,,,407,,,
1,23061,CM3: ATM TRACER 1 (CONVEN O3 ),,,407,,,
1,23062,CM3: ATM TRACER 2 (CONVEN H2O ),,,407,,,
1,23063,CM3: ATM TRACER 3 (CONVEN CO ),,,407,,,
1,23064,CM3: ATM TRACER 4 (CONVEN CH4 ),,,407,,,
1,23065,CM3: ATM TRACER 5 (CONVEN N2O ),,,407,,,
1,23066,CM3: ATM TRACER 6 (CONVEN NO ),,,407,,,
1,23067,CM3: ATM TRACER 7 (CONVEN NO2 ),,,407,,,
1,23068,CM3: ATM TRACER 8 (CONVEN HNO3 ),,,407,,,
1,23069,CM3: ATM TRACER 9 (CONVEN N2O5 ),,,407,,,
1,23070,CM3: ATM TRACER 10 (CONVEN CLONO2),,,407,,,
1,23071,CM3: ATM TRACER 11 (CONVEN CLO ),,,407,,,
1,23072,CM3: ATM TRACER 12 (CONVEN HCL ),,,407,,,
1,23073,CM3: ATM TRACER 13 (CONVEN CF2CL2),,,407,,,
1,23074,CM3: ATM TRACER 14 (CONVEN CFCL3 ),,,407,,,
1,23075,CM3: ATM TRACER 15 (CONVEN HF ),,,407,,,
1,23076,CM3: ATM TRACER 16 (CONVEN ----- ),,,407,,,
1,23077,CM3: ATM TRACER 17 (CONVEN ----- ),,,407,,,
1,23078,CM3: ATM TRACER 18 (CONVEN ----- ),,,407,,,
1,23079,CM3: ATM TRACER 19 (CONVEN ---- ),,401,407,,,
1,23079,CM3: ATM TRACER 19 (CONVEN SO2 ),,,400.2,,,
1,23080,CM3: ATM TRACER 20 (CONVEN ---- ),,401,407,,,
1,23080,CM3: ATM TRACER 20 (CONVEN DMS ),,,400.2,,,
1,23081,CM3: ATM TRACER 21 (CONVEN H2S ),,,407,,,
1,23082,CM3: ATM TRACER 22 (CONV WATER-SOL ),,,407,,,
1,23083,CM3: ATM TRACER 23 (CONV DUST-LIKE ),,,407,,,
1,23084,CM3: ATM TRACER 24 (CONV OCEANIC ),,,407,,,
1,23085,CM3: ATM TRACER 25 (CONV SOOT ),,,407,,,
1,23086,CM3: ATM TRACER 26 (CONV VOLC ASH ),,,407,,,
1,23087,CM3: ATM TRACER 27 (CONV H2SO4 ),,,407,,,
1,23088,CM3: ATM TRACER 28 (CONV (NH4)2SO4 ),,,407,,,
1,23089,CM3: ATM TRACER 29 (CONV MINERAL ),,,407,,,
1,23201,CM3: U COMP OF WIND ON PRESSURE LEV.,,,407,,,
1,23202,CM3: V COMP OF WIND ON PRESSURE LEV.,,,407,,,
1,23203,CM3: VERT VEL.(OMEGA): PRESSURE LEV.,,,407,,,
1,23205,CM3: CAT PROBABILITY,,,407,,,
1,23206,CM3: HEIGHT OF THE MAX WIND LEVEL,,,407,,,
1,23207,CM3: PRESSURE OF THE MAX WIND LEVEL,,,407,,,
1,23208,CM3: U COMPONENT OF THE MAX WIND,,,407,,,
1,23209,CM3: V COMPONENT OF THE MAX WIND,,,407,,,
1,23210,CM3: GEOPOTENTIAL HT. MODEL HALF LEV,,,407,,,
1,23211,CM3: GEOPOTENTIAL HT. PRESSURE LEV.,,,407,,,
1,23212,CM3: TEMPERATURE ON PRESSURE LEVELS,,,407,,,
1,23213,CM3: RELATIVE HUMIDITY ON PRESS LEVS,,,407,,,
1,23214,CM3: WET BULB POTENTIAL TEMPERATURE,,,407,,,
1,23215,CM3: SURFACE SNOW PROBABILITY,,,407,,,
1,23216,CM3: HEIGHT OF THE FREEZING LEVEL,,,407,,,
1,23217,CM3: PRESSURE OF THE FREEZING LEVEL,,,407,,,
1,23218,CM3: PRESSURE AT THE TROPOPAUSE LEV.,,,407,,,
1,23219,CM3: TEMPERATURE AT THE TROP. LEVEL,,,407,,,
1,23220,CM3: HEIGHT OF THE TROPOPAUSE,,,407,,,
1,23221,CM3: HIGH CLOUD AMOUNT,,,407,,,
1,23222,CM3: MEDIUM CLOUD AMOUNT,,,407,,,
1,23223,CM3: LOW CLOUD AMOUNT,,,407,,,
1,23224,CM3: PRESSURE AT MEAN SEA LEVEL,,,407,,,
1,24001,CM4: PSTAR AFTER TIMESTEP,,,407,,,
1,24002,CM4: U COMPNT OF WIND AFTER TIMESTEP,,,407,,,
1,24003,CM4: V COMPNT OF WIND AFTER TIMESTEP,,,407,,,
1,24004,CM4: THETA AFTER TIMESTEP,,,407,,,
1,24010,CM4: SPECIFIC HUMIDITY AFTER TSTEP,,,407,,,
1,24013,CM4: CONV CLOUD AMOUNT AFTER TSTEP,,,407,,,
1,24014,CM4: CONV CLOUD BASE LEV NO AFTER TS,,,407,,,
1,24015,CM4: CONV CLOUD TOP LEV NO AFTER TS,,,407,,,
1,24016,CM4: CONV CLOUD LIQUID WATER PATH,,,407,,,
1,24023,CM4: SNOW AMOUNT AFTER TSTEP KG/M2,,,407,,,
1,24024,CM4: SURFACE TEMPERATURE AFTER TS,,,407,,,
1,24025,CM4: BOUNDARY LAYER DEPTH AFTER TS,,,407,,,
1,24026,CM4: ROUGHNESS LENGTH AFTER TIMESTEP,,,407,,,
1,24028,CM4: SURFACE ZONAL CURRENT AFTER TS,,,407,,,
1,24029,CM4: SURFACE MERID CURRENT AFTER TS,,,407,,,
1,24031,CM4: SEA ICE FRACTION AFTER TIMESTEP,,,407,,,
1,24032,CM4: SEA ICE DEPTH (MEAN OVER ICE) M,,,407,,,
1,24061,CM4: ATM TRACER 1 (CONVEN O3 ),,,407,,,
1,24062,CM4: ATM TRACER 2 (CONVEN H2O ),,,407,,,
1,24063,CM4: ATM TRACER 3 (CONVEN CO ),,,407,,,
1,24064,CM4: ATM TRACER 4 (CONVEN CH4 ),,,407,,,
1,24065,CM4: ATM TRACER 5 (CONVEN N2O ),,,407,,,
1,24066,CM4: ATM TRACER 6 (CONVEN NO ),,,407,,,
1,24067,CM4: ATM TRACER 7 (CONVEN NO2 ),,,407,,,
1,24068,CM4: ATM TRACER 8 (CONVEN HNO3 ),,,407,,,
1,24069,CM4: ATM TRACER 9 (CONVEN N2O5 ),,,407,,,
1,24070,CM4: ATM TRACER 10 (CONVEN CLONO2),,,407,,,
1,24071,CM4: ATM TRACER 11 (CONVEN CLO ),,,407,,,
1,24072,CM4: ATM TRACER 12 (CONVEN HCL ),,,407,,,
1,24073,CM4: ATM TRACER 13 (CONVEN CF2CL2),,,407,,,
1,24074,CM4: ATM TRACER 14 (CONVEN CFCL3 ),,,407,,,
1,24075,CM4: ATM TRACER 15 (CONVEN HF ),,,407,,,
1,24076,CM4: ATM TRACER 16 (CONVEN ----- ),,,407,,,
1,24077,CM4: ATM TRACER 17 (CONVEN ----- ),,,407,,,
1,24078,CM4: ATM TRACER 18 (CONVEN ----- ),,,407,,,
1,24079,CM4: ATM TRACER 19 (CONVEN ---- ),,401,407,,,
1,24079,CM4: ATM TRACER 19 (CONVEN SO2 ),,,400.2,,,
1,24080,CM4: ATM TRACER 20 (CONVEN ---- ),,401,407,,,
1,24080,CM4: ATM TRACER 20 (CONVEN DMS ),,,400.2,,,
1,24081,CM4: ATM TRACER 21 (CONVEN H2S ),,,407,,,
1,24082,CM4: ATM TRACER 22 (CONV WATER-SOL ),,,407,,,
1,24083,CM4: ATM TRACER 23 (CONV DUST-LIKE ),,,407,,,
1,24084,CM4: ATM TRACER 24 (CONV OCEANIC ),,,407,,,
1,24085,CM4: ATM TRACER 25 (CONV SOOT ),,,407,,,
1,24086,CM4: ATM TRACER 26 (CONV VOLC ASH ),,,407,,,
1,24087,CM4: ATM TRACER 27 (CONV H2SO4 ),,,407,,,
1,24088,CM4: ATM TRACER 28 (CONV (NH4)2SO4 ),,,407,,,
1,24089,CM4: ATM TRACER 29 (MINERAL ),,,407,,,
1,24201,CM4: U COMP OF WIND ON PRESSURE LEV.,,,407,,,
1,24202,CM4: V COMP OF WIND ON PRESSURE LEV.,,,407,,,
1,24203,CM4: VERT VEL.(OMEGA): PRESSURE LEV.,,,407,,,
1,24205,CM4: CAT PROBABILITY,,,407,,,
1,24206,CM4: HEIGHT OF THE MAX WIND LEVEL,,,407,,,
1,24207,CM4: PRESSURE OF THE MAX WIND LEVEL,,,407,,,
1,24208,CM4: U COMPONENT OF THE MAX WIND,,,407,,,
1,24209,CM4: V COMPONENT OF THE MAX WIND,,,407,,,
1,24210,CM4: GEOPOTENTIAL HT. MODEL HALF LEV,,,407,,,
1,24211,CM4: GEOPOTENTIAL HT. PRESSURE LEV.,,,407,,,
1,24212,CM4: TEMPERATURE ON PRESSURE LEVELS,,,407,,,
1,24213,CM4: RELATIVE HUMIDITY ON PRESS LEVS,,,407,,,
1,24214,CM4: WET BULB POTENTIAL TEMPERATURE,,,407,,,
1,24215,CM4: SURFACE SNOW PROBABILITY,,,407,,,
1,24216,CM4: HEIGHT OF THE FREEZING LEVEL,,,407,,,
1,24217,CM4: PRESSURE OF THE FREEZING LEVEL,,,407,,,
1,24218,CM4: PRESSURE AT THE TROPOPAUSE LEV.,,,407,,,
1,24219,CM4: TEMPERATURE AT THE TROP. LEVEL,,,407,,,
1,24220,CM4: HEIGHT OF THE TROPOPAUSE,,,407,,,
1,24221,CM4: HIGH CLOUD AMOUNT,,,407,,,
1,24222,CM4: MEDIUM CLOUD AMOUNT,,,407,,,
